categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Noisy,0.7839,CTX195603828,1,1,Věc : Stará Kouřim / Kolín/,Věc : Stará Kouřim / Kolín/,,,ces_Latn,1.0000,ces_Latn,1.0000,346.00,6,27,0.1111,0,0,0,0,0,0,0.0000,0.3636,0.3684,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7999,CTX195603828,1,2,v Praze dne 6.října 1956.,v Praze dne 6.října 1956.,,,ces_Latn,0.9909,ces_Latn,0.9909,25.38,5,25,0.0800,0,0,0,0,0,0,0.0000,0.3125,0.5714,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9784,CTX195603828,1,3,Výzkum slovanského hradiště,Výzkum slovanského hradiště,,,ces_Latn,0.9998,ces_Latn,0.9998,87.00,3,27,0.0000,0,0,0,0,0,0,0.0000,0.3600,0.4400,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX195603828,1,4,Zpráva za září 1956.,Zpráva za září 1956.,,,ces_Latn,1.0000,ces_Latn,1.0000,14.00,4,20,0.0500,0,0,0,0,0,0,0.0000,0.3846,0.4167,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX195603828,1,5,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7038,CTX195603828,1,6,"Vedoucím výzkumu • Dr ""iloš Solle ,","Vedoucím výzkumu • Dr ""iloš Solle ,",,,ces_Latn,0.9984,ces_Latn,0.9984,1456.00,7,35,0.0857,0,1,0,0,0,0,0.0500,0.3793,0.6154,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7372,CTX195603828,1,7,"Spolupracovali • r V. Vojáček, J.Hub.","Spolupracovali • r V. Vojáček, J.Hub.",,,ces_Latn,0.8184,ces_Latn,0.8184,368.00,6,37,0.1351,0,0,0,0,0,0,0.1417,0.3125,0.4815,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7581,CTX195603828,1,8,"Počet dělníků : 4 stálí , 4 výpomocní.","Počet dělníků : 4 stálí , 4 výpomocní.",,,ces_Latn,1.0000,ces_Latn,1.0000,32.50,8,38,0.0789,0,0,0,0,0,0,0.0625,0.3793,0.4615,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX195603828,1,9,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.6963,CTX195603828,1,10,Práce :,Práce :,,,ces_Latn,0.8918,ces_Latn,0.8918,850.00,2,7,0.1429,0,0,0,0,0,0,0.0000,0.3333,0.4000,False,False,False,False,False,True,False,False,False,False,False
