categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.9206,CTX196006127,1,1,OBEC,OBEC,,,ces_Latn,0.9997,ces_Latn,0.9997,752.00,1,4,0.0000,0,0,0,0,0,0,0.0000,0.5000,0.7500,True,False,False,False,False,False,True,False,False,False,False
Clear,0.9009,CTX196006127,1,2,Žinkovy,Žinkovy,,,ces_Latn,0.7500,lit_Latn,0.6190,850.00,1,7,0.0000,0,0,0,0,0,0,0.0000,0.4286,0.5714,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX196006127,1,3,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.5499,CTX196006127,1,4,OKRES,OKRES,,,ces_Latn,0.5998,ces_Latn,0.5998,850.00,1,5,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.6000,True,False,False,False,True,False,False,False,False,False,True
Clear,0.8775,CTX196006127,1,5,I lzeň- jih,I lzeň- jih,,,ces_Latn,0.9726,ces_Latn,0.9726,15168.00,3,11,0.0909,0,0,0,0,0,0,0.0000,0.3333,0.2500,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8230,CTX196006127,1,6,vir -Blovice),vir -Blovice),,,ces_Latn,0.7500,afr_Latn,0.6163,850.00,2,13,0.1538,0,0,0,0,0,0,0.0000,0.3333,0.5000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX196006127,1,7,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX196006127,1,8,c i. 6%,c i. 6%,,,,0.0,,0.0,0.0,0,7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.1231,CTX196006127,1,9,"466 /60 Ex,.","466 /60 Ex,.",,,ces_Latn,0.7500,vie_Latn,0.5485,940.00,3,12,0.2500,0,0,0,0,0,0,0.5167,0.2000,1.0000,False,False,False,False,True,False,False,False,False,False,False
Empty,0.0,CTX196006127,1,10,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.6880,CTX196006127,1,11,Č. poř.,Č. poř.,,,ces_Latn,1.0000,ces_Latn,1.0000,416.00,2,7,0.2857,0,0,0,0,0,0,0.0000,0.1667,0.5000,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX196006127,1,12,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9621,CTX196006127,1,13,ČÍSLO PARCELY,ČÍSLO PARCELY,,,slk_Latn,0.8507,slk_Latn,0.8507,163.00,2,13,0.0000,0,0,0,0,0,0,0.0000,0.4167,0.4167,True,False,False,False,False,False,True,False,False,False,False
Clear,0.9307,CTX196006127,1,14,NÁZEV TRATI,NÁZEV TRATI,,,ces_Latn,1.0000,ces_Latn,1.0000,644.00,2,11,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.4000,True,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX196006127,1,15,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.3182,CTX196006127,1,16,PřUohy,PřUohy,,,ces_Latn,1.0000,ces_Latn,1.0000,850.00,1,6,0.0000,1,0,0,0,0,0,0.2500,0.5000,0.6667,False,False,False,False,True,False,False,False,False,False,False
Non-text,0.0,CTX196006127,1,17,- M',- M',,,,0.0,,0.0,0.0,0,4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9196,CTX196006127,1,18,Potenštejn,Potenštejn,,,ces_Latn,0.7500,mlt_Latn,0.2938,624.00,1,10,0.0000,0,0,0,0,0,0,0.0000,0.3000,0.6000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9461,CTX196006127,1,19,Kultura,Kultura,,,pol_Latn,0.7233,pol_Latn,0.7233,268.00,1,7,0.0000,0,0,0,0,0,0,0.0000,0.4286,0.2857,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9774,CTX196006127,1,20,středověk,středověk,,,ces_Latn,1.0000,ces_Latn,1.0000,54.50,1,9,0.0000,0,0,0,0,0,0,0.0000,0.3333,0.5556,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9213,CTX196006127,1,21,ČÍSLO MAPY,ČÍSLO MAPY,,,ces_Latn,0.6173,ces_Latn,0.6173,520.00,2,10,0.0000,0,0,0,0,0,0,0.0000,0.4444,0.5556,True,False,False,False,False,False,True,False,False,False,False
Trash,0.2493,CTX196006127,1,22,kooa s« 7 •,kooa s« 7 •,,,ces_Latn,0.7500,est_Latn,0.5193,880.00,4,11,0.1818,0,0,0,1,1,0,0.4250,0.4286,0.6000,False,False,False,False,True,False,False,False,False,False,False
Non-text,0.0,CTX196006127,1,23,/,/,,,,0.0,,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX196006127,1,24,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9514,CTX196006127,1,25,Druh nálezu,Druh nálezu,,,ces_Latn,0.6805,ces_Latn,0.6805,185.00,2,11,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.6000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9302,CTX196006127,1,26,keramika,keramika,,,ces_Latn,0.7500,uzn_Latn,0.2214,486.00,1,8,0.0000,0,0,0,0,0,0,0.0000,0.5000,0.2500,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9041,CTX196006127,1,27,a kosti,a kosti,,,ces_Latn,0.8144,ces_Latn,0.8144,850.00,2,7,0.0000,0,0,0,0,0,0,0.0000,0.5000,0.3333,False,False,False,False,False,False,True,False,False,False,False
