categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.9152,CTX201601688,1,1,SKU Hrovnadbělou,SKU H R O V N A D B Ě L O U,,,ces_Latn,0.9999,ces_Latn,0.9999,850.00,2,16,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.6000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX201601688,1,2,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8209,CTX201601688,1,3,"Hrad, sběry 1998","Hrad, sběry 1998",,,ces_Latn,0.9994,ces_Latn,0.9994,168.00,3,16,0.0625,0,0,0,0,0,0,0.0000,0.3000,0.4444,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX201601688,1,4,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX201601688,1,5,Muzeum a galerie v Rychnově n. Kn.,Muzeum a galerie v Rychnově n. Kn.,,,ces_Latn,1.0000,ces_Latn,1.0000,304.00,7,34,0.0588,0,0,0,0,0,0,0.0000,0.3929,0.5769,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9088,CTX201601688,1,6,PhDr. Martina Beková,PhDr. Martina Beková,,,slk_Latn,0.4398,slk_Latn,0.4398,268.00,3,20,0.0500,0,0,0,0,0,0,0.0000,0.3333,0.4706,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9065,CTX201601688,1,7,Bohumír Dragoun,Bohumír Dragoun,,,ces_Latn,0.8297,ces_Latn,0.8297,850.00,2,15,0.0000,0,0,0,0,0,0,0.0000,0.4286,0.5714,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9015,CTX201601688,2,1,"SKUHROV NAD BĚLOU hrad, sběry 1998","SKUHROV NAD BĚLOU hrad, sběry 1998",,,ces_Latn,0.9998,ces_Latn,0.9998,148.00,6,34,0.0294,0,0,0,0,0,0,0.0000,0.3600,0.5417,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9426,CTX201601688,2,2,Geomorfologický popis,Geomorfologický popis,,,ces_Latn,0.8482,ces_Latn,0.8482,237.00,2,21,0.0000,0,0,0,1,0,0,0.0000,0.4500,0.5000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9865,CTX201601688,2,3,"Hrad se nachází na ostrožně nad řekou Bělou, na úpatí svahů svírajících tok Bělé v rámci","Hrad se nachází na ostrožně nad řekou Bělou, na úpatí svahů svírajících tok Bělé v rámci",,,ces_Latn,1.0000,ces_Latn,1.0000,66.00,16,88,0.0114,0,0,0,0,0,0,0.0000,0.4247,0.3889,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8926,CTX201601688,2,4,"skuhrovské části Podorlické pahorkatiny (SLÁDEK, J. 1977: Zeměpisné vymezení a","skuhrovské části Podorlické pahorkatiny (SLÁDEK, J. 1977: Zeměpisné vymezení a",,,ces_Latn,0.9983,ces_Latn,0.9983,82.00,10,78,0.0513,0,0,0,0,0,0,0.0000,0.3846,0.4918,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8540,CTX201601688,2,5,"regionální členění in: Příroda Orlických hor a Podorlicka, Praha 1977, 13-87).","regionální členění in: Příroda Orlických hor a Podorlicka, Praha 1977, 13-87).",,,ces_Latn,1.0000,ces_Latn,1.0000,82.00,11,78,0.0769,0,0,0,0,0,0,0.0000,0.3833,0.3333,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX201601688,2,6,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9733,CTX201601688,2,7,Podloží a půdní pokryv,Podloží a půdní pokryv,,,ces_Latn,1.0000,ces_Latn,1.0000,139.00,4,22,0.0000,0,0,0,0,0,0,0.0000,0.4211,0.5789,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8581,CTX201601688,2,8,"Oglejené půdy na fylitech ( NÁLEVKA, B. 1977: Půdní poměry, in: Příroda Orlických hor a","Oglejené půdy na fylitech ( NÁLEVKA, B. 1977: Půdní poměry, in: Příroda Orlických hor a",,,ces_Latn,1.0000,ces_Latn,1.0000,131.00,15,87,0.0690,0,0,0,0,0,0,0.0000,0.3913,0.4286,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.6855,CTX201601688,2,9,"Podorlicka, Praha 1977, 287-308.).","Podorlicka, Praha 1977, 287-308.).",,,pol_Latn,0.3474,pol_Latn,0.3474,36.25,4,34,0.1765,0,0,0,0,0,0,0.0000,0.2857,0.3333,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX201601688,2,10,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9353,CTX201601688,2,11,Historie naleziště,Historie naleziště,,,ces_Latn,1.0000,ces_Latn,1.0000,604.00,2,18,0.0000,0,0,0,0,0,0,0.0000,0.4706,0.3529,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9679,CTX201601688,2,12,"Hrad na ostrožně, dvojdílný (předhradí a vlastní hradní areál, patrně plášťový). Patrně založen","Hrad na ostrožně, dvojdílný (předhradí a vlastní hradní areál, patrně plášťový). Patrně založen",,,ces_Latn,1.0000,ces_Latn,1.0000,50.50,13,95,0.0526,0,0,0,0,0,0,0.0000,0.3494,0.4103,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9077,CTX201601688,2,13,"Tasem ze Skuhrova kolem r. 1320, za Jiřího z Poděbrad pustne, v roce 1558 jmenován jako","Tasem ze Skuhrova kolem r. 1320, za Jiřího z Poděbrad pustne, v roce 1558 jmenován jako",,,ces_Latn,1.0000,ces_Latn,1.0000,79.50,16,87,0.0345,0,0,0,0,0,0,0.0000,0.3750,0.5738,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8685,CTX201601688,2,14,"pustý (Musil, F., Svoboda, L. 1998: Hrady zámky a tvrze okresu Rychnov nad Kněžnou, s.","pustý (Musil, F., Svoboda, L. 1998: Hrady zámky a tvrze okresu Rychnov nad Kněžnou, s.",,,ces_Latn,0.9945,ces_Latn,0.9945,58.00,15,86,0.1047,0,0,0,0,0,0,0.0000,0.3235,0.5932,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX201601688,2,15,153-156).,153-156).,,,,0.0,,0.0,0.0,0,9,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX201601688,2,16,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9702,CTX201601688,2,17,Okolnosti a cíl výzkumu,Okolnosti a cíl výzkumu,,,ces_Latn,0.9993,ces_Latn,0.9993,179.00,4,23,0.0000,0,0,0,0,0,0,0.0000,0.4500,0.5000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8616,CTX201601688,2,18,Sběr.,Sběr.,,,ces_Latn,1.0000,ces_Latn,1.0000,850.00,1,5,0.2000,0,0,0,0,0,0,0.0000,0.2000,0.5000,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX201601688,2,19,"1. Sběr J. Slavík, Památkový ústav Pardubice.","1. Sběr J. Slavík, Památkový ústav Pardubice.",,,ces_Latn,0.9997,ces_Latn,0.9997,36.25,7,45,0.0889,0,0,0,0,0,0,0.0000,0.3421,0.4412,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8813,CTX201601688,2,20,2. Sběr archeologický kroužek Villa Nova pod vedením D. Vícha.,2. Sběr archeologický kroužek Villa Nova pod vedením D. Vícha.,,,ces_Latn,0.9991,ces_Latn,0.9991,123.00,10,62,0.0484,0,1,0,0,0,0,0.0350,0.3846,0.4694,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX201601688,2,21,"3. Sběr Slavík, Památkový ústav Pardubice","3. Sběr Slavík, Památkový ústav Pardubice",,,ces_Latn,0.9999,ces_Latn,0.9999,49.75,6,41,0.0488,0,0,0,0,0,0,0.0000,0.3714,0.4545,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9751,CTX201601688,2,22,Metoda výzkumu,Metoda výzkumu,,,ces_Latn,0.9999,ces_Latn,0.9999,96.00,2,14,0.0000,0,0,0,0,0,0,0.0000,0.4615,0.6923,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9376,CTX201601688,2,23,Povrchový sběr.,Povrchový sběr.,,,ces_Latn,0.9997,ces_Latn,0.9997,139.00,2,15,0.0667,0,0,0,0,0,0,0.0000,0.2857,0.5385,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX201601688,2,24,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9779,CTX201601688,2,25,Zaměření,Zaměření,,,ces_Latn,1.0000,ces_Latn,1.0000,46.00,1,8,0.0000,0,0,0,0,0,0,0.0000,0.5000,0.5000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9814,CTX201601688,2,26,Zaměření provedla autorka zprávy dle popisu sběračů do plánů hradu.,Zaměření provedla autorka zprávy dle popisu sběračů do plánů hradu.,,,ces_Latn,1.0000,ces_Latn,1.0000,54.50,10,67,0.0149,0,0,0,0,0,0,0.0000,0.4310,0.5263,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX201601688,2,27,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8832,CTX201601688,2,28,Popis terénní situace,Popis terénní situace,,,ces_Latn,1.0000,ces_Latn,1.0000,1208.00,3,21,0.0000,0,1,0,0,0,0,0.1167,0.4737,0.5263,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9274,CTX201601688,2,29,1. Sběr J. Slavík nad vnitřním příkopem jak ze strany předhradí tak vlastního hradu (viz,1. Sběr J. Slavík nad vnitřním příkopem jak ze strany předhradí tak vlastního hradu (viz,,,ces_Latn,1.0000,ces_Latn,1.0000,74.50,15,88,0.0341,0,0,0,0,0,0,0.0000,0.3151,0.4571,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7651,CTX201601688,2,30,plánek polohy 1). Nalezeny 4 fragmenty keramiky. 5. 3. 1998,plánek polohy 1). Nalezeny 4 fragmenty keramiky. 5. 3. 1998,,,ces_Latn,0.9874,ces_Latn,0.9874,37.50,10,59,0.0847,0,0,0,0,0,0,0.0250,0.3810,0.5405,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7999,CTX201601688,2,31,"2. Sběr archeologický kroužek Villa Nova 11. 8. 1998, úbočí hradního kopce směrem","2. Sběr archeologický kroužek Villa Nova 11. 8. 1998, úbočí hradního kopce směrem",,,ces_Latn,1.0000,ces_Latn,1.0000,45.25,13,81,0.0494,0,1,0,0,0,0,0.0269,0.3934,0.4211,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8714,CTX201601688,2,32,"k vesnici (viz. plánek poloha 2). Nalezeno 14 drobnějších fragmentů, okraje a zl.","k vesnici (viz. plánek poloha 2). Nalezeno 14 drobnějších fragmentů, okraje a zl.",,,ces_Latn,0.9999,ces_Latn,0.9999,74.50,13,81,0.0741,0,0,0,0,0,0,0.0000,0.3485,0.4667,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7410,CTX201601688,2,33,"zásobnice, vše 14. -15. stol.","zásobnice, vše 14. -15. stol.",,,ces_Latn,0.7680,ces_Latn,0.7680,56.25,5,29,0.1724,0,0,0,0,0,0,0.0000,0.2857,0.6250,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8227,CTX201601688,2,34,"3. Sběr J. Slavík, jádro hradu (viz plánek polohy 3). Nalezeny 3 fragmenty keramiky. 5.","3. Sběr J. Slavík, jádro hradu (viz plánek polohy 3). Nalezeny 3 fragmenty keramiky. 5.",,,ces_Latn,0.9994,ces_Latn,0.9994,96.00,15,87,0.0920,0,0,0,0,0,0,0.0167,0.3478,0.4918,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX201601688,2,35,3.1998,3.1998,,,,0.0,,0.0,0.0,0,6,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX201601688,2,36,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9864,CTX201601688,2,37,Zhodnocení a interpretace výsledků výzkumu,Zhodnocení a interpretace výsledků výzkumu,,,ces_Latn,1.0000,ces_Latn,1.0000,24.62,5,42,0.0000,0,0,0,0,0,0,0.0000,0.4211,0.5526,False,False,True,False,False,False,False,False,False,False,False
Clear,0.8854,CTX201601688,2,38,"Nalezeny zlomky keramiky z kulturních vrstev existence hradu, 14. -15. stol., naprostá","Nalezeny zlomky keramiky z kulturních vrstev existence hradu, 14. -15. stol., naprostá",,,ces_Latn,0.9974,ces_Latn,0.9974,115.50,12,86,0.0698,0,1,0,0,0,0,0.0458,0.3380,0.5385,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8000,CTX201601688,2,39,převaha zl. z 15. stol.,převaha zl. z 15. stol.,,,ces_Latn,1.0000,ces_Latn,1.0000,58.00,5,23,0.1304,0,0,0,0,0,0,0.0000,0.2353,0.5000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX201601688,2,40,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9784,CTX201601688,2,41,Seznam nálezů,Seznam nálezů,,,ces_Latn,1.0000,ces_Latn,1.0000,52.00,2,13,0.0000,0,0,0,0,0,0,0.0000,0.4167,0.6667,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9638,CTX201601688,2,42,Viz příloha,Viz příloha,,,ces_Latn,1.0000,ces_Latn,1.0000,230.00,2,11,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.4000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8790,CTX201601688,3,1,Přír.č.,Přír.č.,,,ces_Latn,1.0000,ces_Latn,1.0000,112.00,1,7,0.2857,0,0,0,0,0,0,0.0000,0.1429,0.2000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9784,CTX201601688,3,2,Název,Název,,,ces_Latn,1.0000,ces_Latn,1.0000,32.50,1,5,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.8000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9545,CTX201601688,3,3,Počet,Počet,,,ces_Latn,0.4840,ces_Latn,0.4840,8.38,1,5,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.6000,False,False,False,False,False,False,True,False,False,False,False
