categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Noisy,0.5499,CTX198402945,1,1,Kat. obec Beroun,Kat. obec Beroun,,,ces_Latn,0.9735,ces_Latn,0.9735,38656.00,3,16,0.0625,0,0,0,0,0,0,0.0000,0.4286,0.6154,False,False,False,False,True,False,False,False,False,False,True
Non-text,0.0,CTX198402945,1,2,_ I,_ I,,,,0.0,,0.0,0.0,0,3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9130,CTX198402945,1,3,Osada,Osada,,,pol_Latn,0.9996,pol_Latn,0.9996,850.00,1,5,0.0000,0,0,0,0,0,0,0.0000,0.6000,0.6000,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.5500,CTX198402945,1,4,"Trať čp. 34, 35, 36","Trať čp. 34, 35, 36",,,slk_Latn,0.8773,slk_Latn,0.8773,20.75,5,19,0.1579,0,0,0,0,0,0,0.2800,0.1111,0.1667,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9086,CTX198402945,1,5,Okres Beroun,Okres Beroun,,,ces_Latn,0.8835,ces_Latn,0.8835,850.00,2,12,0.0000,0,0,0,0,0,0,0.0000,0.4545,0.7273,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX198402945,1,6,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7017,CTX198402945,1,7,CSAV’ -cheologický ústav,CSAV’ -cheologický ústav,,,slk_Latn,0.6094,slk_Latn,0.6094,1208.00,3,24,0.0833,0,0,0,0,0,0,0.1333,0.3636,0.3500,False,False,False,False,False,True,False,False,False,False,False
Trash,0.2640,CTX198402945,1,8,• 2 *6. X 1984,• 2 *6. X 1984,,,deu_Latn,0.6849,deu_Latn,0.6849,90.00,5,14,0.2143,0,0,0,0,0,0,0.9200,0.0000,1.0000,True,True,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX198402945,1,9,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9679,CTX198402945,1,10,Druh a kultura,Druh a kultura,,,ces_Latn,0.9973,ces_Latn,0.9973,185.00,3,14,0.0000,0,0,0,0,0,0,0.0000,0.4167,0.3333,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX198402945,1,11,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX198402945,1,12,. 2415/2..,. 2415/2..,,,,0.0,,0.0,0.0,0,10,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
