categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Non-text,0.0,CTX197402444,1,1,o P ATOVICEn.Le,o P ATOVICEn.Le,,,,0.0,,0.0,0.0,0,15,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8396,CTX197402444,1,2,Kat. obec:,Kat. obec:,,,ces_Latn,0.5404,ces_Latn,0.5404,850.00,2,10,0.2000,0,0,0,0,0,0,0.0000,0.3333,0.4286,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8701,CTX197402444,1,3,Osada:,Osada:,,,pol_Latn,0.9951,pol_Latn,0.9951,850.00,1,6,0.1667,0,0,0,0,0,0,0.0000,0.5000,0.6000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9195,CTX197402444,1,4,Trať: Pardubice,Trať: Pardubice,,,ces_Latn,0.7500,ron_Latn,0.4071,209.00,2,15,0.0667,0,0,0,0,0,0,0.0000,0.3571,0.3846,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX197402444,1,5,Okres:,Okres:,,,slk_Latn,0.7247,slk_Latn,0.7247,752.00,1,6,0.1667,0,0,0,0,0,0,0.0000,0.3333,0.6000,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX197402444,1,6,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9371,CTX197402444,1,7,Druh a kultura:,Druh a kultura:,,,ces_Latn,0.9973,ces_Latn,0.9973,144.00,3,15,0.0667,0,0,0,0,0,0,0.0000,0.3846,0.3333,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9762,CTX197402444,1,8,Lužické sídliště,Lužické sídliště,,,ces_Latn,1.0000,ces_Latn,1.0000,87.00,2,16,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.2000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9744,CTX197402444,1,9,Zpráva,Zpráva,,,ces_Latn,1.0000,ces_Latn,1.0000,84.50,1,6,0.0000,0,0,0,0,0,0,0.0000,0.3333,0.5000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX197402444,1,10,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.1011,CTX197402444,1,11,XXWžkumu,XXWžkumu,,,ces_Latn,0.7500,lvs_Latn,0.8246,850.00,1,8,0.0000,1,1,0,1,0,1,1.0000,0.2500,0.7500,False,False,False,False,True,False,False,False,False,False,False
Trash,0.2343,CTX197402444,1,12,XAterenta,XAterenta,,,ces_Latn,0.7500,vie_Latn,0.5591,850.00,1,9,0.0000,1,0,0,0,0,0,0.6500,0.4444,0.4444,False,False,False,False,True,False,False,False,False,False,False
Trash,0.4609,CTX197402444,1,13,kmixxxx,kmixxxx,,,ces_Latn,0.7500,mlt_Latn,0.9954,850.00,1,7,0.0000,0,1,0,0,0,1,1.0000,0.1429,0.7143,False,False,False,False,True,False,False,False,False,False,False
Clear,0.8435,CTX197402444,1,14,ved. oddělení,ved. oddělení,,,ces_Latn,1.0000,ces_Latn,1.0000,850.00,2,13,0.0769,0,1,0,0,0,0,0.1750,0.4167,0.7273,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX197402444,1,15,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8887,CTX197402444,1,16,za období:,za období:,,,ces_Latn,0.7500,slv_Latn,0.9609,688.00,2,10,0.1000,0,0,0,0,0,0,0.0000,0.4444,0.7500,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX197402444,1,17,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX197402444,1,18,19.111.1974,19.111.1974,,,,0.0,,0.0,0.0,0,11,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX197402444,1,19,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8702,CTX197402444,1,20,Dne 19.III.1974 jsije navštívili pískovnu JZD,Dne 19.III.1974 jsije navštívili pískovnu JZD,,,ces_Latn,0.9896,ces_Latn,0.9896,82.00,6,45,0.0444,0,0,0,1,0,0,0.1417,0.3824,0.5000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8855,CTX197402444,1,21,"v Opatovicích n.L., známou z velkého záchraného výzkumu AŮ ČSAV","v Opatovicích n.L., známou z velkého záchraného výzkumu AŮ ČSAV",,,ces_Latn,0.9999,ces_Latn,0.9999,158.00,10,63,0.0476,0,0,0,0,0,0,0.0000,0.3889,0.4902,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9372,CTX197402444,1,22,v Praze v letech 1956-1959. Tehdy práce v pískovně byla zastavena,v Praze v letech 1956-1959. Tehdy práce v pískovně byla zastavena,,,ces_Latn,1.0000,ces_Latn,1.0000,30.12,11,65,0.0308,0,1,0,0,0,0,0.0318,0.3617,0.5556,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9577,CTX197402444,1,23,a proto výzkum byl přerušen.,a proto výzkum byl přerušen.,,,ces_Latn,1.0000,ces_Latn,1.0000,119.50,5,28,0.0357,0,0,0,0,0,0,0.0000,0.3750,0.6087,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9145,CTX197402444,1,24,"Zjistili jsme, že práce v pískovně byly obnoveny,","Zjistili jsme, že práce v pískovně byly obnoveny,",,,ces_Latn,1.0000,ces_Latn,1.0000,33.75,8,49,0.0408,0,1,0,0,0,0,0.0437,0.3810,0.6250,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9763,CTX197402444,1,25,rozsah pískovny se zvětšil i za hranice záchranného výzkumu. Na,rozsah pískovny se zvětšil i za hranice záchranného výzkumu. Na,,,ces_Latn,1.0000,ces_Latn,1.0000,22.38,10,63,0.0159,0,1,0,0,0,0,0.0350,0.3889,0.4906,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9267,CTX197402444,1,26,"bagrem skryté ploše jsou znatelné 3—4 hlubší objekty, skrývka","bagrem skryté ploše jsou znatelné 3—4 hlubší objekty, skrývka",,,ces_Latn,0.9999,ces_Latn,0.9999,84.50,9,61,0.0328,0,0,1,0,0,0,0.0167,0.3529,0.4694,False,False,False,False,False,False,True,False,False,False,False
