categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.8000,CTX201405311,1,1,Č. akce 45938,Č. akce 45938,,,ces_Latn,0.9998,ces_Latn,0.9998,105.00,3,13,0.0769,0,0,0,0,0,0,0.0000,0.3333,0.2000,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX201405311,1,2,"ARCHEOLOGICKÝ ÚSTAV AKADEMIE VĚD ČR, Praha, v.v.i.","ARCHEOLOGICKÝ ÚSTAV AKADEMIE VĚD ČR, Praha, v.v.i.",,,ces_Latn,0.9942,ces_Latn,0.9942,44.50,7,50,0.1000,0,0,0,0,0,0,0.0000,0.3864,0.3590,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7481,CTX201405311,1,3,"118 01 Praha 1 - Malá Strana, Letenská 4","118 01 Praha 1 - Malá Strana, Letenská 4",,,ces_Latn,0.8718,ces_Latn,0.8718,41.25,9,40,0.0500,0,0,0,0,0,0,0.0556,0.3600,0.3478,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7999,CTX201405311,1,4,"Pracoviště Kutná Hora, Hloušecká 609, 284 01 Kutná Hora","Pracoviště Kutná Hora, Hloušecká 609, 284 01 Kutná Hora",,,ces_Latn,0.9996,ces_Latn,0.9996,16.12,9,55,0.0364,0,0,0,0,0,0,0.0000,0.4103,0.3243,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.6279,CTX201405311,1,5,"tel.: 327 511 730, e-mail: archeologiekh@seznam.cz","tel.: 327 511 730, e-mail: archeologiekh@seznam.cz",,,ces_Latn,0.2537,ces_Latn,0.2537,31.12,6,50,0.1400,0,0,0,1,0,0,0.0667,0.3333,0.4483,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8400,CTX201405311,1,6,V Kutné Hoře 1.7.2014,V Kutné Hoře 1.7.2014,,,ces_Latn,1.0000,ces_Latn,1.0000,96.00,4,21,0.0952,0,0,0,0,0,0,0.0000,0.3333,0.5000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9429,CTX201405311,1,7,Ing. Jan Přibyl,Ing. Jan Přibyl,,,ces_Latn,1.0000,ces_Latn,1.0000,72.50,3,15,0.0667,0,0,0,0,0,0,0.0000,0.3077,0.4167,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9542,CTX201405311,1,8,Mgr. Jana Přibylová,Mgr. Jana Přibylová,,,ces_Latn,1.0000,ces_Latn,1.0000,31.12,3,19,0.0526,0,0,0,0,0,0,0.0000,0.3529,0.4375,False,False,True,False,False,False,False,False,False,False,False
Noisy,0.7785,CTX201405311,1,9,Spodní 682,Spodní 682,,,ces_Latn,1.0000,ces_Latn,1.0000,356.00,2,10,0.0000,0,0,0,0,0,0,0.0000,0.3333,0.8333,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7785,CTX201405311,1,10,Spodní 682,Spodní 682,,,ces_Latn,1.0000,ces_Latn,1.0000,356.00,2,10,0.0000,0,0,0,0,0,0,0.0000,0.3333,0.8333,False,False,False,False,False,True,False,False,False,False,False
