categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.8089,CTX192100040,2,1,STÁTNÍ ARCHAEOLOGICKÝ ÚSTAV ‘o/2/,STÁTNÍ ARCHAEOLOGICKÝ ÚSTAV ‘o/2/,,,ces_Latn,0.9991,ces_Latn,0.9991,99.00,4,33,0.0909,0,0,0,1,1,0,0.1000,0.4138,0.3077,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8167,CTX192100040,2,2,"Došlo dne 6/,1921 Lodenice, dne 7.února 1921.","Došlo dne 6/,1921 Lodenice, dne 7.února 1921.",,,slk_Latn,0.7892,slk_Latn,0.7892,58.00,7,45,0.1111,0,0,0,0,0,0,0.0000,0.3793,0.6667,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9626,CTX192100040,2,3,Počet příloh I,Počet příloh I,,,ces_Latn,1.0000,ces_Latn,1.0000,252.00,3,14,0.0000,0,0,0,0,0,0,0.0000,0.4167,0.4167,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX192100040,2,4,P. T. Pan,P. T. Pan,,,,0.0,,0.0,0.0,0,9,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7546,CTX192100040,2,5,"Jos. A. Jíra ,","Jos. A. Jíra ,",,,ces_Latn,0.9943,ces_Latn,0.9943,378.00,4,14,0.2143,0,0,0,0,0,0,0.0000,0.3636,0.2500,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.5499,CTX192100040,2,6,konservátor pro Čechy v P r a z e 1,konservátor pro Čechy v P r a z e 1,,,ces_Latn,0.9899,ces_Latn,0.9899,93.00,10,35,0.0000,0,0,0,0,0,0,0.4650,0.3600,0.5600,False,False,False,False,True,False,False,False,False,False,True
Empty,0.0,CTX192100040,2,7,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8000,CTX192100040,2,8,K ct.dopisu Vašemu ze dne 31.XII.m.r.dovoluji si,K ct.dopisu Vašemu ze dne 31.XII.m.r.dovoluji si,,,ces_Latn,0.9953,ces_Latn,0.9953,968.00,7,48,0.1042,0,0,0,0,0,0,0.0786,0.3750,0.6286,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9598,CTX192100040,2,9,odpověděti trochu obšírněji:,odpověděti trochu obšírněji:,,,ces_Latn,1.0000,ces_Latn,1.0000,93.00,3,28,0.0357,0,0,0,0,0,0,0.0000,0.4231,0.4400,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8448,CTX192100040,2,10,"Směrem sev.záp.od městyse Loděnice,1 hod.cesty - vzdušnou","Směrem sev.záp.od městyse Loděnice,1 hod.cesty - vzdušnou",,,ces_Latn,1.0000,ces_Latn,1.0000,644.00,7,57,0.0877,0,0,0,0,0,0,0.0000,0.3600,0.7111,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8639,CTX192100040,2,11,čarou as 4 km - za obcí Nenačovicemi při pravém břehu lodenického potoka,čarou as 4 km - za obcí Nenačovicemi při pravém břehu lodenického potoka,,,ces_Latn,0.9999,ces_Latn,0.9999,153.00,13,72,0.0139,0,0,0,0,0,0,0.0192,0.4407,0.5000,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX192100040,2,12,"zv."" Kačák "" prostírají se v údolí luka a pole .Louka čí s. katastr. 222 jest","zv."" Kačák "" prostírají se v údolí luka a pole .Louka čí s. katastr. 222 jest",,,ces_Latn,0.9999,ces_Latn,0.9999,286.00,16,77,0.0779,0,0,0,0,0,0,0.0000,0.3729,0.3774,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7999,CTX192100040,2,13,majetkem velkostatku v Chrustenicích - pole s ní sousedící čís.kat.218 jest,majetkem velkostatku v Chrustenicích - pole s ní sousedící čís.kat.218 jest,,,ces_Latn,1.0000,ces_Latn,1.0000,368.00,11,75,0.0400,0,0,0,0,0,0,0.0000,0.3548,0.4746,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8206,CTX192100040,2,14,v majetku rolníka p.Rabocha z Nenačovic. _,v majetku rolníka p.Rabocha z Nenačovic. _,,,ces_Latn,0.8836,ces_Latn,0.8836,940.00,7,42,0.0714,0,0,0,0,0,0,0.0000,0.3611,0.4545,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9514,CTX192100040,2,15,Laskavostí tohoto pána bylo mi dovoleno již roku 1919 na,Laskavostí tohoto pána bylo mi dovoleno již roku 1919 na,,,ces_Latn,1.0000,ces_Latn,1.0000,60.00,10,56,0.0000,0,0,0,0,0,0,0.0000,0.4651,0.5349,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX192100040,2,16,e •,e •,,,,0.0,,0.0,0.0,0,3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7815,CTX192100040,2,17,"Poli $om zv. "" Holonohy "" kopati.Název tento upoutal moji pozornost nejen","Poli $om zv. "" Holonohy "" kopati.Název tento upoutal moji pozornost nejen",,,ces_Latn,0.9972,ces_Latn,0.9972,688.00,12,73,0.0685,0,0,0,0,0,0,0.0333,0.4032,0.6491,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9728,CTX192100040,2,18,"svým jménem, nýbrž i lidovým podáním,které tvrdí,že v místech těchto stávala","svým jménem, nýbrž i lidovým podáním,které tvrdí,že v místech těchto stávala",,,ces_Latn,1.0000,ces_Latn,1.0000,26.62,11,76,0.0395,0,0,0,0,0,0,0.0000,0.3333,0.4603,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9350,CTX192100040,2,19,"kdysi obec,která byla za válek husitských zničena.","kdysi obec,která byla za válek husitských zničena.",,,ces_Latn,1.0000,ces_Latn,1.0000,430.00,7,50,0.0400,0,0,0,0,0,0,0.0000,0.3864,0.4524,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9789,CTX192100040,2,20,Pátral Jsem v první řadě po stříbrných penězích .které prý,Pátral Jsem v první řadě po stříbrných penězích .které prý,,,ces_Latn,1.0000,ces_Latn,1.0000,47.50,10,58,0.0172,0,0,0,0,0,0,0.0000,0.3061,0.4167,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9731,CTX192100040,2,21,"prý po dlouhé léta jmenovaný majetník vyorával, sám a děti poblíže pasoucí","prý po dlouhé léta jmenovaný majetník vyorával, sám a děti poblíže pasoucí",,,ces_Latn,1.0000,ces_Latn,1.0000,185.00,12,74,0.0135,0,0,0,0,0,0,0.0000,0.4603,0.4839,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9623,CTX192100040,2,22,"sbíral.Z těchto peněz viděl jsem pouze jeden kus,nebot ostatní z neznalosti'","sbíral.Z těchto peněz viděl jsem pouze jeden kus,nebot ostatní z neznalosti'",,,ces_Latn,1.0000,ces_Latn,1.0000,158.00,11,76,0.0395,0,0,0,0,0,0,0.0000,0.3636,0.6032,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX192100040,2,23,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9510,CTX192100040,2,24,byly pohozeny a jsou tudíž ztraceny.Počet Jich odhaduji více než na 100 kusí,byly pohozeny a jsou tudíž ztraceny.Počet Jich odhaduji více než na 100 kusí,,,ces_Latn,1.0000,ces_Latn,1.0000,131.00,13,76,0.0132,0,0,0,0,0,0,0.0000,0.4426,0.5500,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9005,CTX192100040,2,25,Dne 27.IX. 1919. šel Jsem odpoledne opět na toto pole a štast,Dne 27.IX. 1919. šel Jsem odpoledne opět na toto pole a štast,,,ces_Latn,0.9997,ces_Latn,0.9997,63.75,12,61,0.0492,0,0,0,0,0,0,0.0167,0.3864,0.6098,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9390,CTX192100040,2,26,nou náhodou jsem nalezl 1 peníz.Počal Jsem ihned pátrati na onom mistě a,nou náhodou jsem nalezl 1 peníz.Počal Jsem ihned pátrati na onom mistě a,,,ces_Latn,1.0000,ces_Latn,1.0000,223.00,13,72,0.0139,0,0,0,0,0,0,0.0192,0.4237,0.5862,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8580,CTX192100040,2,27,"při opatrném odhrabání asi 20 cm ornice nalezl jsem celé "" hnízdy n: na","při opatrném odhrabání asi 20 cm ornice nalezl jsem celé "" hnízdy n: na",,,ces_Latn,1.0000,ces_Latn,1.0000,135.00,14,71,0.0282,0,0,0,0,0,0,0.0607,0.3750,0.5000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9569,CTX192100040,2,28,hromádce bylo složeno celkem 120 kusů stříbrných těchto peržzů pouze v zemi.,hromádce bylo složeno celkem 120 kusů stříbrných těchto peržzů pouze v zemi.,,,ces_Latn,1.0000,ces_Latn,1.0000,30.12,12,76,0.0132,0,0,0,0,0,0,0.0000,0.3710,0.5410,False,False,True,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192100040,3,1,. ■■ . . 4/2/ .,. ■■ . . 4/2/ .,,,,0.0,,0.0,0.0,0,15,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX192100040,3,2,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9101,CTX192100040,3,3,"Při nich ani kolem nebyla žádná nádoba,neb střepina.Byly tudí*","Při nich ani kolem nebyla žádná nádoba,neb střepina.Byly tudí*",,,ces_Latn,1.0000,ces_Latn,1.0000,131.00,9,62,0.0484,0,0,0,0,0,0,0.0444,0.4074,0.5490,False,False,False,False,False,False,True,False,False,False,False
