categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Noisy,0.5499,CTX195704328,1,1,Kat- obec: C H 0 D O UNY,Kat- obec: C H 0 D O UNY,,,pol_Latn,0.5557,pol_Latn,0.5557,1408.00,8,24,0.0833,0,0,0,0,0,0,0.5750,0.3750,0.5714,False,False,False,False,True,False,False,False,False,False,True
Clear,0.8701,CTX195704328,1,2,Osada:,Osada:,,,pol_Latn,0.9951,pol_Latn,0.9951,850.00,1,6,0.1667,0,0,0,0,0,0,0.0000,0.5000,0.6000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9512,CTX195704328,1,3,Trať: Čmejlova pískovna,Trať: Čmejlova pískovna,,,ces_Latn,0.9887,ces_Latn,0.9887,131.00,3,23,0.0435,0,0,0,0,0,0,0.0000,0.3333,0.4500,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX195704328,1,4,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.5499,CTX195704328,1,5,tou;,tou;,,,fra_Latn,0.5493,fra_Latn,0.5493,850.00,1,4,0.2500,0,0,0,0,0,0,0.0000,0.5000,0.6667,False,False,False,False,True,False,False,False,False,False,True
Noisy,0.7999,CTX195704328,1,6,Okres: Roudnice n. Labem,Okres: Roudnice n. Labem,,,ces_Latn,0.7671,ces_Latn,0.7671,404.00,4,24,0.0833,0,0,0,0,0,0,0.0000,0.3810,0.6316,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX195704328,1,7,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX195704328,1,8,4 - 1957,4 - 1957,,,,0.0,,0.0,0.0,0,8,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX195704328,1,9,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.5989,CTX195704328,1,10,T>r«l.. a k«Uurn: ojedinělý - únětická,T>r«l.. a k«Uurn: ojedinělý - únětická,,,ces_Latn,1.0000,ces_Latn,1.0000,1592.00,6,38,0.1842,0,0,0,0,0,0,0.2167,0.3636,0.3077,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8332,CTX195704328,1,11,pohřebiště - lužická,pohřebiště - lužická,,,ces_Latn,1.0000,ces_Latn,1.0000,105.00,3,20,0.0500,0,0,0,0,0,0,0.0000,0.3889,0.2941,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8749,CTX195704328,1,12,ved. výzkurnu,ved. výzkurnu,,,ces_Latn,0.9964,ces_Latn,0.9964,850.00,2,13,0.0769,0,0,0,0,0,0,0.0000,0.3333,0.7273,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7855,CTX195704328,1,13,Zdráva / za obdobi,Zdráva / za obdobi,,,slk_Latn,0.9585,slk_Latn,0.9585,1320.00,4,18,0.0556,0,0,0,0,0,0,0.0000,0.4000,0.6429,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8310,CTX195704328,1,14,veý. oddélcni,veý. oddélcni,,,ces_Latn,0.7500,hun_Latn,0.4752,850.00,2,13,0.0769,0,1,0,0,0,0,0.1750,0.4167,0.5455,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX195704328,1,15,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
